4200.0,0.2,-1.0,0.2700000000000005
4200.0,0.2,-1.1034482758620692,0.3734482758620694
4200.0,0.2,-1.206896551724138,0.4768965517241384
4200.0,0.2,-1.3103448275862069,0.5803448275862073
4200.0,0.2,-1.4137931034482758,0.6837931034482763
4200.0,0.2,-1.5172413793103448,0.7872413793103452
4200.0,0.2,-1.6206896551724137,0.8906896551724142
4200.0,0.2,-1.7241379310344829,0.9941379310344832
4200.0,0.2,-1.827586206896552,1.097586206896552
4200.0,0.2,-1.9310344827586208,1.2010344827586208
4200.0,0.2,-2.034482758620689,1.30448275862069
4200.0,0.2,-2.137931034482759,1.4079310344827594
4200.0,0.2,-2.2413793103448274,1.511379310344828
4200.0,0.2,-2.344827586206897,1.6148275862068973
4200.0,0.2,-2.4482758620689653,1.7182758620689658
4200.0,0.2,-2.5517241379310347,1.8217241379310352
4200.0,0.2,-2.655172413793103,1.925172413793104
4200.0,0.2,-2.7586206896551726,2.028620689655173
4200.0,0.2,-2.8620689655172415,2.1320689655172416
4200.0,0.2,-2.9655172413793105,2.235517241379311
4200.0,0.2,-3.0689655172413794,2.33896551724138
4200.0,0.2,-3.1724137931034484,2.4424137931034493
4200.0,0.2,-3.2758620689655173,2.5458620689655183
4200.0,0.2,-3.3793103448275863,2.6493103448275868
4200.0,0.2,-3.4827586206896552,2.752758620689656
4200.0,0.2,-3.5862068965517233,2.8562068965517247
4200.0,0.2,-3.689655172413793,2.9596551724137936
4200.0,0.2,-3.7931034482758617,3.0631034482758626
4200.0,0.2,-3.896551724137931,3.1665517241379315
4200.0,0.2,-4.0,3.2700000000000005
4300.0,0.3,-1.0,0.2700000000000005
4300.0,0.3,-1.1034482758620692,0.3734482758620694
4300.0,0.3,-1.206896551724138,0.4768965517241384
4300.0,0.3,-1.3103448275862069,0.5803448275862073
4300.0,0.3,-1.4137931034482758,0.6837931034482763
4300.0,0.3,-1.5172413793103448,0.7872413793103452
4300.0,0.3,-1.6206896551724137,0.8906896551724142
4300.0,0.3,-1.7241379310344829,0.9941379310344832
4300.0,0.3,-1.827586206896552,1.097586206896552
4300.0,0.3,-1.9310344827586208,1.2010344827586208
4300.0,0.3,-2.034482758620689,1.30448275862069
4300.0,0.3,-2.137931034482759,1.4079310344827594
4300.0,0.3,-2.2413793103448274,1.511379310344828
4300.0,0.3,-2.344827586206897,1.6148275862068973
4300.0,0.3,-2.4482758620689653,1.7182758620689658
