T,g,feh,cfe
4400.0,0.4,-2.0,0.47000000000000064
4400.0,0.4,-2.0833333333333335,0.5533333333333341
4400.0,0.4,-2.1666666666666665,0.6366666666666672
4400.0,0.4,-2.25,0.7200000000000006
4400.0,0.4,-2.3333333333333335,0.8033333333333341
4400.0,0.4,-2.4166666666666665,0.8866666666666672
4400.0,0.4,-2.5,0.9700000000000006
4400.0,0.4,-2.583333333333333,1.0533333333333337
4400.0,0.4,-2.6666666666666665,1.1366666666666672
4400.0,0.4,-2.75,1.2200000000000006
4400.0,0.4,-2.833333333333333,1.3033333333333337
4400.0,0.4,-2.9166666666666665,1.3866666666666672
4400.0,0.4,-3.0,1.4700000000000006
4400.0,0.4,-3.083333333333333,1.5533333333333337
4400.0,0.4,-3.1666666666666665,1.6366666666666672
4400.0,0.4,-3.25,1.7200000000000006
4400.0,0.4,-3.333333333333333,1.8033333333333337
4400.0,0.4,-3.4166666666666665,1.8866666666666672
4400.0,0.4,-3.5,1.9700000000000006
4400.0,0.4,-3.583333333333333,2.0533333333333337
4400.0,0.4,-3.6666666666666665,2.136666666666667
4400.0,0.4,-3.75,2.2200000000000006
4400.0,0.4,-3.833333333333333,2.3033333333333337
4400.0,0.4,-3.9166666666666665,2.386666666666667
4400.0,0.4,-4.0,2.4700000000000006
