T,g,feh,cfe
4200.0,0.2,-2.0,1.37
4200.0,0.2,-2.0833333333333335,1.4533333333333336
4200.0,0.2,-2.1666666666666665,1.5366666666666666
4200.0,0.2,-2.25,1.62
4200.0,0.2,-2.3333333333333335,1.7033333333333336
4200.0,0.2,-2.4166666666666665,1.7866666666666666
4200.0,0.2,-2.5,1.87
4200.0,0.2,-2.583333333333333,1.9533333333333331
4200.0,0.2,-2.6666666666666665,2.0366666666666666
4200.0,0.2,-2.75,2.12
4200.0,0.2,-2.833333333333333,2.203333333333333
4200.0,0.2,-2.9166666666666665,2.2866666666666666
4200.0,0.2,-3.0,2.37
4200.0,0.2,-3.083333333333333,2.453333333333333
4200.0,0.2,-3.1666666666666665,2.5366666666666666
4200.0,0.2,-3.25,2.62
4200.0,0.2,-3.333333333333333,2.703333333333333
4200.0,0.2,-3.4166666666666665,2.7866666666666666
4200.0,0.2,-3.5,2.87
4200.0,0.2,-3.583333333333333,2.953333333333333
4200.0,0.2,-3.6666666666666665,3.0366666666666666
4200.0,0.2,-3.75,3.12
4200.0,0.2,-3.833333333333333,3.203333333333333
4200.0,0.2,-3.9166666666666665,3.2866666666666666
4200.0,0.2,-4.0,3.37
