T,g,feh,cfe
4400.0,0.4,-1.0,0.27000000000000046
4400.0,0.4,-1.103448275862069,0.3734482758620694
4400.0,0.4,-1.206896551724138,0.47689655172413836
4400.0,0.4,-1.3103448275862069,0.5803448275862073
4400.0,0.4,-1.4137931034482758,0.6837931034482763
4400.0,0.4,-1.5172413793103448,0.7872413793103452
4400.0,0.4,-1.6206896551724137,0.8906896551724142
4400.0,0.4,-1.7241379310344827,0.9941379310344831
4400.0,0.4,-1.8275862068965516,1.097586206896552
4400.0,0.4,-1.9310344827586206,1.201034482758621
4400.0,0.4,-2.0344827586206895,1.30448275862069
4400.0,0.4,-2.137931034482759,1.4079310344827594
4400.0,0.4,-2.2413793103448274,1.5113793103448279
4400.0,0.4,-2.344827586206897,1.6148275862068973
4400.0,0.4,-2.4482758620689653,1.7182758620689658
4400.0,0.4,-2.5517241379310347,1.8217241379310352
4400.0,0.4,-2.655172413793103,1.9251724137931037
4400.0,0.4,-2.7586206896551726,2.028620689655173
4400.0,0.4,-2.862068965517241,2.1320689655172416
4400.0,0.4,-2.9655172413793105,2.235517241379311
4400.0,0.4,-3.0689655172413794,2.33896551724138
4400.0,0.4,-3.1724137931034484,2.442413793103449
4400.0,0.4,-3.2758620689655173,2.545862068965518
4400.0,0.4,-3.3793103448275863,2.6493103448275868
4400.0,0.4,-3.4827586206896552,2.7527586206896557
4400.0,0.4,-3.586206896551724,2.8562068965517247
4400.0,0.4,-3.689655172413793,2.9596551724137936
4400.0,0.4,-3.793103448275862,3.0631034482758626
4400.0,0.4,-3.896551724137931,3.1665517241379315
4400.0,0.4,-4.0,3.2700000000000005
